RECID,XMLRECORD
527,"<row id=""527"" xml:space=""preserve""><c1>C100527</c1><c2>Anastasie</c2><c3>Collet</c3><c5>47, avenue Guibert</c5><c7>Colas</c7><c8>86995</c8><c31>20120424</c31><c48>TN0000527</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
528,"<row id=""528"" xml:space=""preserve""><c1>C100528</c1><c2>Olivier</c2><c3>Blot</c3><c5>1, chemin de Lamy</c5><c7>Simonboeuf</c7><c8>55210</c8><c31>20070206</c31><c48>TN0000528</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
529,"<row id=""529"" xml:space=""preserve""><c1>C100529</c1><c2>Jérôme</c2><c3>Olivier</c3><c5>12, avenue Aubry</c5><c7>Pascal-sur-Jacquot</c7><c8>85926</c8><c31>20090614</c31><c48>TN0000529</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
530,"<row id=""530"" xml:space=""preserve""><c1>C100530</c1><c2>Charlotte</c2><c3>Carlier</c3><c5>93, avenue Inès Jacquet</c5><c7>MorelVille</c7><c8>41314</c8><c31>20190220</c31><c48>TN0000530</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
531,"<row id=""531"" xml:space=""preserve""><c1>C100531</c1><c2>Zoé</c2><c3>Roy</c3><c5>70, rue de Giraud</c5><c7>Sainte Christophe</c7><c8>41844</c8><c31>20230909</c31><c48>TN0000531</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
532,"<row id=""532"" xml:space=""preserve""><c1>C100532</c1><c2>Noël</c2><c3>Brun</c3><c5>551, avenue Léon Lecomte</c5><c7>Guyonnec</c7><c8>57300</c8><c31>20090610</c31><c48>TN0000532</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
533,"<row id=""533"" xml:space=""preserve""><c1>C100533</c1><c2>Élisabeth</c2><c3>Perrin</c3><c5>873, rue Le Gall</c5><c7>Launay</c7><c8>04363</c8><c31>20100513</c31><c48>TN0000533</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
534,"<row id=""534"" xml:space=""preserve""><c1>C100534</c1><c2>Monique</c2><c3>Ribeiro</c3><c5>rue Carpentier</c5><c7>Saint Grégoire-sur-Mer</c7><c8>31333</c8><c31>20230721</c31><c48>TN0000534</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
535,"<row id=""535"" xml:space=""preserve""><c1>C100535</c1><c2>Michel</c2><c3>Delaunay</c3><c5>672, avenue Denis</c5><c7>Faivre</c7><c8>55130</c8><c31>20070720</c31><c48>TN0000535</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
536,"<row id=""536"" xml:space=""preserve""><c1>C100536</c1><c2>Aimé</c2><c3>Schneider</c3><c5>954, chemin Cousin</c5><c7>Ferrandboeuf</c7><c8>57886</c8><c31>20090115</c31><c48>TN0000536</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
537,"<row id=""537"" xml:space=""preserve""><c1>C100537</c1><c2>Olivie</c2><c3>Clerc</c3><c5>8, avenue Raynaud</c5><c7>Sainte Jérôme-les-Bains</c7><c8>84925</c8><c31>20190723</c31><c48>TN0000537</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
538,"<row id=""538"" xml:space=""preserve""><c1>C100538</c1><c2>Guy</c2><c3>Vaillant</c3><c5>rue de Charles</c5><c7>Camus-sur-Fabre</c7><c8>69248</c8><c31>20080502</c31><c48>TN0000538</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
539,"<row id=""539"" xml:space=""preserve""><c1>C100539</c1><c2>Alexandre</c2><c3>Camus</c3><c5>25, rue Capucine Mahe</c5><c7>Sainte Hugues-la-Forêt</c7><c8>22445</c8><c31>20240520</c31><c48>TN0000539</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
540,"<row id=""540"" xml:space=""preserve""><c1>C100540</c1><c2>Jean</c2><c3>Goncalves</c3><c5>chemin de Tanguy</c5><c7>Mace</c7><c8>48701</c8><c31>20190303</c31><c48>TN0000540</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
541,"<row id=""541"" xml:space=""preserve""><c1>C100541</c1><c2>Benjamin</c2><c3>Daniel</c3><c5>16, rue de Morin</c5><c7>Laroche</c7><c8>67858</c8><c31>20121222</c31><c48>TN0000541</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
542,"<row id=""542"" xml:space=""preserve""><c1>C100542</c1><c2>Noémi</c2><c3>Ruiz</c3><c5>455, avenue de Chevalier</c5><c7>Lecoq</c7><c8>56633</c8><c31>20081107</c31><c48>TN0000542</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
543,"<row id=""543"" xml:space=""preserve""><c1>C100543</c1><c2>Théophile</c2><c3>Barbier</c3><c5>boulevard Briand</c5><c7>Blin</c7><c8>97611</c8><c31>20140104</c31><c48>TN0000543</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
544,"<row id=""544"" xml:space=""preserve""><c1>C100544</c1><c2>Isabelle</c2><c3>Blanchet</c3><c5>38, chemin Guyot</c5><c7>Saint Célina</c7><c8>20608</c8><c31>20070104</c31><c48>TN0000544</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
545,"<row id=""545"" xml:space=""preserve""><c1>C100545</c1><c2>Danielle</c2><c3>Menard</c3><c5>19, avenue Aurore Bouchet</c5><c7>Barthelemyboeuf</c7><c8>01277</c8><c31>20140315</c31><c48>TN0000545</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
546,"<row id=""546"" xml:space=""preserve""><c1>C100546</c1><c2>Thomas</c2><c3>Marchal</c3><c5>rue de Gilbert</c5><c7>Courtois-sur-Mathieu</c7><c8>24337</c8><c31>20091217</c31><c48>TN0000546</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
547,"<row id=""547"" xml:space=""preserve""><c1>C100547</c1><c2>Théophile</c2><c3>Launay</c3><c5>45, avenue Denise Camus</c5><c7>Blanc-les-Bains</c7><c8>76829</c8><c31>20210108</c31><c48>TN0000547</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
548,"<row id=""548"" xml:space=""preserve""><c1>C100548</c1><c2>Anne</c2><c3>Dubois</c3><c5>12, avenue Nathalie Perez</c5><c7>Barbeboeuf</c7><c8>97615</c8><c31>20131222</c31><c48>TN0000548</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
549,"<row id=""549"" xml:space=""preserve""><c1>C100549</c1><c2>Lucy</c2><c3>Rolland</c3><c5>6, avenue de Marion</c5><c7>Blanchet</c7><c8>11510</c8><c31>20231031</c31><c48>TN0000549</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
550,"<row id=""550"" xml:space=""preserve""><c1>C100550</c1><c2>Bernard</c2><c3>Becker</c3><c5>chemin Pichon</c5><c7>Cousin</c7><c8>79620</c8><c31>20071120</c31><c48>TN0000550</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
551,"<row id=""551"" xml:space=""preserve""><c1>C100551</c1><c2>Thibaut</c2><c3>Schneider</c3><c5>478, chemin Robert</c5><c7>Leroux</c7><c8>32701</c8><c31>20070629</c31><c48>TN0000551</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
552,"<row id=""552"" xml:space=""preserve""><c1>C100552</c1><c2>Adrienne</c2><c3>Hervé</c3><c5>920, chemin Fournier</c5><c7>Moulindan</c7><c8>41930</c8><c31>20090421</c31><c48>TN0000552</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
553,"<row id=""553"" xml:space=""preserve""><c1>C100553</c1><c2>Alfred</c2><c3>Joly</c3><c5>153, rue Letellier</c5><c7>Allain</c7><c8>46143</c8><c31>20160827</c31><c48>TN0000553</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
554,"<row id=""554"" xml:space=""preserve""><c1>C100554</c1><c2>Étienne</c2><c3>Labbé</c3><c5>10, chemin de Faure</c5><c7>Saint Michelle</c7><c8>45199</c8><c31>20220608</c31><c48>TN0000554</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
555,"<row id=""555"" xml:space=""preserve""><c1>C100555</c1><c2>Nicole</c2><c3>Picard</c3><c5>avenue de Texier</c5><c7>Pineau</c7><c8>52751</c8><c31>20190503</c31><c48>TN0000555</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
556,"<row id=""556"" xml:space=""preserve""><c1>C100556</c1><c2>Franck</c2><c3>Bazin</c3><c5>88, boulevard Thibaut Hebert</c5><c7>Boucherdan</c7><c8>56784</c8><c31>20060303</c31><c48>TN0000556</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
557,"<row id=""557"" xml:space=""preserve""><c1>C100557</c1><c2>Édouard</c2><c3>Pasquier</c3><c5>72, boulevard de Bègue</c5><c7>Bertrandboeuf</c7><c8>10257</c8><c31>20260121</c31><c48>TN0000557</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
558,"<row id=""558"" xml:space=""preserve""><c1>C100558</c1><c2>Daniel</c2><c3>Fernandez</c3><c5>575, chemin Thibaut Jacques</c5><c7>Gauthiernec</c7><c8>97436</c8><c31>20090307</c31><c48>TN0000558</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
559,"<row id=""559"" xml:space=""preserve""><c1>C100559</c1><c2>Sylvie</c2><c3>Hervé</c3><c5>37, boulevard Marty</c5><c7>Vaillant</c7><c8>22963</c8><c31>20160919</c31><c48>TN0000559</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
560,"<row id=""560"" xml:space=""preserve""><c1>C100560</c1><c2>Mathilde</c2><c3>Ferrand</c3><c5>8, chemin Margaud Weiss</c5><c7>Vincent</c7><c8>97165</c8><c31>20070329</c31><c48>TN0000560</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
561,"<row id=""561"" xml:space=""preserve""><c1>C100561</c1><c2>Chantal</c2><c3>Raymond</c3><c5>1, rue de Laurent</c5><c7>AlexandreBourg</c7><c8>23342</c8><c31>20100505</c31><c48>TN0000561</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
562,"<row id=""562"" xml:space=""preserve""><c1>C100562</c1><c2>Clémence</c2><c3>Gilles</c3><c5>65, rue de Guillet</c5><c7>Saint Emmanuelle</c7><c8>91261</c8><c31>20250901</c31><c48>TN0000562</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
563,"<row id=""563"" xml:space=""preserve""><c1>C100563</c1><c2>Pénélope</c2><c3>Colin</c3><c5>906, rue Charlotte Ruiz</c5><c7>Dos Santos-sur-Perrier</c7><c8>92668</c8><c31>20081111</c31><c48>TN0000563</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
564,"<row id=""564"" xml:space=""preserve""><c1>C100564</c1><c2>Suzanne</c2><c3>Leroy</c3><c5>126, rue Rousset</c5><c7>BonninBourg</c7><c8>97291</c8><c31>20160522</c31><c48>TN0000564</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
565,"<row id=""565"" xml:space=""preserve""><c1>C100565</c1><c2>Thomas</c2><c3>Renard</c3><c5>chemin Morvan</c5><c7>Sainte Nathalie</c7><c8>42832</c8><c31>20230908</c31><c48>TN0000565</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
566,"<row id=""566"" xml:space=""preserve""><c1>C100566</c1><c2>Capucine</c2><c3>Martineau</c3><c5>avenue de Caron</c5><c7>Saint Guy</c7><c8>03248</c8><c31>20150419</c31><c48>TN0000566</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
567,"<row id=""567"" xml:space=""preserve""><c1>C100567</c1><c2>Laetitia</c2><c3>Blondel</c3><c5>707, rue de Chevalier</c5><c7>Morvan</c7><c8>24669</c8><c31>20160628</c31><c48>TN0000567</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
568,"<row id=""568"" xml:space=""preserve""><c1>C100568</c1><c2>Olivier</c2><c3>Vallet</c3><c5>avenue Michèle Laroche</c5><c7>Guyon-sur-Boulay</c7><c8>78567</c8><c31>20220421</c31><c48>TN0000568</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
569,"<row id=""569"" xml:space=""preserve""><c1>C100569</c1><c2>René</c2><c3>Pires</c3><c5>28, chemin Stéphanie Hoareau</c5><c7>Morin-la-Forêt</c7><c8>16353</c8><c31>20221019</c31><c48>TN0000569</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
570,"<row id=""570"" xml:space=""preserve""><c1>C100570</c1><c2>Alain</c2><c3>Renard</c3><c5>13, chemin de Pires</c5><c7>Labbénec</c7><c8>92578</c8><c31>20100514</c31><c48>TN0000570</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
571,"<row id=""571"" xml:space=""preserve""><c1>C100571</c1><c2>Marie</c2><c3>Torres</c3><c5>44, boulevard Margaud Lejeune</c5><c7>Chevallier</c7><c8>02277</c8><c31>20111111</c31><c48>TN0000571</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
572,"<row id=""572"" xml:space=""preserve""><c1>C100572</c1><c2>Céline</c2><c3>Philippe</c3><c5>1, rue Vincent Collin</c5><c7>Lombard-sur-Mer</c7><c8>94555</c8><c31>20110428</c31><c48>TN0000572</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
573,"<row id=""573"" xml:space=""preserve""><c1>C100573</c1><c2>Léon</c2><c3>Meunier</c3><c5>83, rue Marchand</c5><c7>Renault</c7><c8>70219</c8><c31>20091231</c31><c48>TN0000573</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
574,"<row id=""574"" xml:space=""preserve""><c1>C100574</c1><c2>Maurice</c2><c3>Bonnin</c3><c5>269, rue Evrard</c5><c7>Sainte Olivie-les-Bains</c7><c8>15448</c8><c31>20080721</c31><c48>TN0000574</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
575,"<row id=""575"" xml:space=""preserve""><c1>C100575</c1><c2>Alphonse</c2><c3>Merle</c3><c5>41, avenue Aurore Mace</c5><c7>Bertin</c7><c8>71903</c8><c31>20081221</c31><c48>TN0000575</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
576,"<row id=""576"" xml:space=""preserve""><c1>C100576</c1><c2>Maryse</c2><c3>Aubert</c3><c5>858, chemin Renée Bouvier</c5><c7>BonnetVille</c7><c8>73150</c8><c31>20240715</c31><c48>TN0000576</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
577,"<row id=""577"" xml:space=""preserve""><c1>C100577</c1><c2>Margot</c2><c3>Neveu</c3><c5>75, rue de Regnier</c5><c7>Saint Laetitia-les-Bains</c7><c8>81302</c8><c31>20210919</c31><c48>TN0000577</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
578,"<row id=""578"" xml:space=""preserve""><c1>C100578</c1><c2>Charles</c2><c3>Rossi</c3><c5>36, chemin Amélie Laporte</c5><c7>Jourdan-la-Forêt</c7><c8>11466</c8><c31>20150915</c31><c48>TN0000578</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
579,"<row id=""579"" xml:space=""preserve""><c1>C100579</c1><c2>Julie</c2><c3>Michaud</c3><c5>92, avenue de Becker</c5><c7>Verdier</c7><c8>77607</c8><c31>20180601</c31><c48>TN0000579</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
580,"<row id=""580"" xml:space=""preserve""><c1>C100580</c1><c2>Vincent</c2><c3>Roche</c3><c5>1, rue de Morvan</c5><c7>Henry-sur-Aubry</c7><c8>59213</c8><c31>20200526</c31><c48>TN0000580</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
581,"<row id=""581"" xml:space=""preserve""><c1>C100581</c1><c2>Sylvie</c2><c3>Martins</c3><c5>86, boulevard Morin</c5><c7>Colin</c7><c8>35637</c8><c31>20091109</c31><c48>TN0000581</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
582,"<row id=""582"" xml:space=""preserve""><c1>C100582</c1><c2>Yves</c2><c3>Michaud</c3><c5>12, boulevard Clémence Blin</c5><c7>Maurice-sur-Mer</c7><c8>71594</c8><c31>20200812</c31><c48>TN0000582</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
583,"<row id=""583"" xml:space=""preserve""><c1>C100583</c1><c2>Juliette</c2><c3>Grenier</c3><c5>avenue Deschamps</c5><c7>Huet</c7><c8>52680</c8><c31>20160824</c31><c48>TN0000583</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
584,"<row id=""584"" xml:space=""preserve""><c1>C100584</c1><c2>Frédérique</c2><c3>Mace</c3><c5>23, rue Henri Lévy</c5><c7>Boyer</c7><c8>30642</c8><c31>20220730</c31><c48>TN0000584</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
585,"<row id=""585"" xml:space=""preserve""><c1>C100585</c1><c2>Véronique</c2><c3>Prévost</c3><c5>15, chemin Merle</c5><c7>ReynaudBourg</c7><c8>83952</c8><c31>20111021</c31><c48>TN0000585</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
586,"<row id=""586"" xml:space=""preserve""><c1>C100586</c1><c2>Guy</c2><c3>Georges</c3><c5>651, boulevard Corinne Guilbert</c5><c7>GonzalezBourg</c7><c8>31764</c8><c31>20110228</c31><c48>TN0000586</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
587,"<row id=""587"" xml:space=""preserve""><c1>C100587</c1><c2>William</c2><c3>Lemoine</c3><c5>31, chemin de Dupré</c5><c7>Dias</c7><c8>45902</c8><c31>20160227</c31><c48>TN0000587</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
588,"<row id=""588"" xml:space=""preserve""><c1>C100588</c1><c2>Margaret</c2><c3>Potier</c3><c5>43, avenue de Langlois</c5><c7>Perret</c7><c8>06175</c8><c31>20121022</c31><c48>TN0000588</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
589,"<row id=""589"" xml:space=""preserve""><c1>C100589</c1><c2>Louise</c2><c3>Paul</c3><c5>35, rue de Maury</c5><c7>Roux</c7><c8>66587</c8><c31>20160504</c31><c48>TN0000589</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
590,"<row id=""590"" xml:space=""preserve""><c1>C100590</c1><c2>Joseph</c2><c3>Dupré</c3><c5>rue Gilles Lemaire</c5><c7>Becker-sur-Letellier</c7><c8>19797</c8><c31>20151231</c31><c48>TN0000590</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
591,"<row id=""591"" xml:space=""preserve""><c1>C100591</c1><c2>Adèle</c2><c3>Fouquet</c3><c5>96, boulevard Sabine Maillet</c5><c7>MartineauBourg</c7><c8>39502</c8><c31>20080307</c31><c48>TN0000591</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
592,"<row id=""592"" xml:space=""preserve""><c1>C100592</c1><c2>Léon</c2><c3>Mathieu</c3><c5>avenue de Ledoux</c5><c7>Joly-sur-Guillon</c7><c8>52637</c8><c31>20230307</c31><c48>TN0000592</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
593,"<row id=""593"" xml:space=""preserve""><c1>C100593</c1><c2>Maryse</c2><c3>Nguyen</c3><c5>33, boulevard Pénélope Collet</c5><c7>Chauvinnec</c7><c8>35890</c8><c31>20180723</c31><c48>TN0000593</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
594,"<row id=""594"" xml:space=""preserve""><c1>C100594</c1><c2>Yves</c2><c3>Pinto</c3><c5>43, boulevard Raynaud</c5><c7>Sainte Robertnec</c7><c8>35455</c8><c31>20070331</c31><c48>TN0000594</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
595,"<row id=""595"" xml:space=""preserve""><c1>C100595</c1><c2>Nicolas</c2><c3>Arnaud</c3><c5>69, chemin Hélène Albert</c5><c7>Saint LaurentBourg</c7><c8>84439</c8><c31>20070201</c31><c48>TN0000595</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
596,"<row id=""596"" xml:space=""preserve""><c1>C100596</c1><c2>Luc</c2><c3>Gomez</c3><c5>8, chemin de Laroche</c5><c7>Delaunay</c7><c8>10538</c8><c31>20141221</c31><c48>TN0000596</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
597,"<row id=""597"" xml:space=""preserve""><c1>C100597</c1><c2>Nath</c2><c3>Neveu</c3><c5>13, rue Raymond Boyer</c5><c7>RaynaudBourg</c7><c8>37712</c8><c31>20101101</c31><c48>TN0000597</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
598,"<row id=""598"" xml:space=""preserve""><c1>C100598</c1><c2>Michèle</c2><c3>Legros</c3><c5>532, avenue Leclerc</c5><c7>Buisson-sur-Denis</c7><c8>97458</c8><c31>20210725</c31><c48>TN0000598</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
599,"<row id=""599"" xml:space=""preserve""><c1>C100599</c1><c2>Noémi</c2><c3>Colin</c3><c5>60, rue de Nicolas</c5><c7>Benardboeuf</c7><c8>65990</c8><c31>20221112</c31><c48>TN0000599</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
600,"<row id=""600"" xml:space=""preserve""><c1>C100600</c1><c2>Marguerite</c2><c3>Vidal</c3><c5>74, boulevard Petitjean</c5><c7>Delahaye-sur-Rey</c7><c8>03864</c8><c31>20250410</c31><c48>TN0000600</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
601,"<row id=""601"" xml:space=""preserve""><c1>C100601</c1><c2>Alfred</c2><c3>Letellier</c3><c5>boulevard Noël Boyer</c5><c7>Besson</c7><c8>25748</c8><c31>20100125</c31><c48>TN0000601</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
602,"<row id=""602"" xml:space=""preserve""><c1>C100602</c1><c2>André</c2><c3>Diaz</c3><c5>64, chemin de Bègue</c5><c7>RenaudVille</c7><c8>48360</c8><c31>20200812</c31><c48>TN0000602</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
603,"<row id=""603"" xml:space=""preserve""><c1>C100603</c1><c2>Auguste</c2><c3>Royer</c3><c5>34, boulevard de Alexandre</c5><c7>Sainte Lucy</c7><c8>56146</c8><c31>20061201</c31><c48>TN0000603</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
604,"<row id=""604"" xml:space=""preserve""><c1>C100604</c1><c2>Théodore</c2><c3>Breton</c3><c5>46, rue Petitjean</c5><c7>Maillard</c7><c8>35415</c8><c31>20161021</c31><c48>TN0000604</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
605,"<row id=""605"" xml:space=""preserve""><c1>C100605</c1><c2>Alix</c2><c3>Valette</c3><c5>939, rue Marguerite Roussel</c5><c7>Regnier</c7><c8>81395</c8><c31>20130122</c31><c48>TN0000605</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
606,"<row id=""606"" xml:space=""preserve""><c1>C100606</c1><c2>Danielle</c2><c3>Lelièvre</c3><c5>62, rue Arnaude Torres</c5><c7>Laurent</c7><c8>97188</c8><c31>20210530</c31><c48>TN0000606</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
607,"<row id=""607"" xml:space=""preserve""><c1>C100607</c1><c2>Joséphine</c2><c3>Berger</c3><c5>40, chemin de Lecomte</c5><c7>Ferrand-la-Forêt</c7><c8>97427</c8><c31>20151217</c31><c48>TN0000607</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
608,"<row id=""608"" xml:space=""preserve""><c1>C100608</c1><c2>Marcel</c2><c3>Torres</c3><c5>11, chemin de Gautier</c5><c7>Saint Sylvie</c7><c8>20362</c8><c31>20190809</c31><c48>TN0000608</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
609,"<row id=""609"" xml:space=""preserve""><c1>C100609</c1><c2>Adrienne</c2><c3>Hamel</c3><c5>132, rue Bonneau</c5><c7>Benoit</c7><c8>66460</c8><c31>20120427</c31><c48>TN0000609</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
610,"<row id=""610"" xml:space=""preserve""><c1>C100610</c1><c2>Frédéric</c2><c3>Poulain</c3><c5>673, chemin Marianne Millet</c5><c7>Lamy</c7><c8>69492</c8><c31>20111224</c31><c48>TN0000610</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
611,"<row id=""611"" xml:space=""preserve""><c1>C100611</c1><c2>Marthe</c2><c3>Brunet</c3><c5>avenue de Teixeira</c5><c7>Sainte Manon</c7><c8>34316</c8><c31>20060719</c31><c48>TN0000611</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
612,"<row id=""612"" xml:space=""preserve""><c1>C100612</c1><c2>Yves</c2><c3>Dijoux</c3><c5>67, rue de Henry</c5><c7>Mary-sur-Hamon</c7><c8>93560</c8><c31>20090904</c31><c48>TN0000612</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
613,"<row id=""613"" xml:space=""preserve""><c1>C100613</c1><c2>Margaud</c2><c3>Le Goff</c3><c5>216, avenue René Gonzalez</c5><c7>Simonnec</c7><c8>53328</c8><c31>20160213</c31><c48>TN0000613</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
614,"<row id=""614"" xml:space=""preserve""><c1>C100614</c1><c2>Adrien</c2><c3>Valette</c3><c5>25, avenue Carre</c5><c7>Dumas</c7><c8>78583</c8><c31>20221113</c31><c48>TN0000614</c48><c101>ACTIVE</c101><c137>NO</c137></row>"
615,"<row id=""615"" xml:space=""preserve""><c1>C100615</c1><c2>Aurore</c2><c3>Sauvage</c3><c5>77, rue Éric Huet</c5><c7>Nicolas-sur-Mer</c7><c8>37441</c8><c31>20100607</c31><c48>TN0000615</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
616,"<row id=""616"" xml:space=""preserve""><c1>C100616</c1><c2>Antoinette</c2><c3>Regnier</c3><c5>2, rue de Joubert</c5><c7>Michel</c7><c8>26130</c8><c31>20110110</c31><c48>TN0000616</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
617,"<row id=""617"" xml:space=""preserve""><c1>C100617</c1><c2>Jacqueline</c2><c3>Chauvin</c3><c5>573, rue Vincent Briand</c5><c7>Gomezboeuf</c7><c8>91730</c8><c31>20160602</c31><c48>TN0000617</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
618,"<row id=""618"" xml:space=""preserve""><c1>C100618</c1><c2>Luc</c2><c3>Alexandre</c3><c5>rue Lefort</c5><c7>Launay</c7><c8>59428</c8><c31>20110224</c31><c48>TN0000618</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
619,"<row id=""619"" xml:space=""preserve""><c1>C100619</c1><c2>Luc</c2><c3>Rolland</c3><c5>avenue de Descamps</c5><c7>Rey</c7><c8>45500</c8><c31>20081116</c31><c48>TN0000619</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
620,"<row id=""620"" xml:space=""preserve""><c1>C100620</c1><c2>Noémi</c2><c3>Hardy</c3><c5>42, rue Isabelle Hardy</c5><c7>Rolland</c7><c8>29560</c8><c31>20210131</c31><c48>TN0000620</c48><c101>INACTIVE</c101><c137>YES</c137></row>"
621,"<row id=""621"" xml:space=""preserve""><c1>C100621</c1><c2>Victoire</c2><c3>Muller</c3><c5>chemin Jeanne Morvan</c5><c7>Pierre</c7><c8>05527</c8><c31>20180731</c31><c48>TN0000621</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
622,"<row id=""622"" xml:space=""preserve""><c1>C100622</c1><c2>Édouard</c2><c3>Chauvin</c3><c5>4, rue Menard</c5><c7>Sainte Lucdan</c7><c8>37495</c8><c31>20210405</c31><c48>TN0000622</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
623,"<row id=""623"" xml:space=""preserve""><c1>C100623</c1><c2>Louis</c2><c3>Hoareau</c3><c5>9, avenue de Garnier</c5><c7>Paulboeuf</c7><c8>35382</c8><c31>20110304</c31><c48>TN0000623</c48><c101>ACTIVE</c101><c137>YES</c137></row>"
624,"<row id=""624"" xml:space=""preserve""><c1>C100624</c1><c2>Émile</c2><c3>Poirier</c3><c5>25, rue Roger</c5><c7>Leroydan</c7><c8>13397</c8><c31>20230821</c31><c48>TN0000624</c48><c101>INACTIVE</c101><c137>NO</c137></row>"
